,ARREST_YEAR,ARREST_MONTH,OFNS_DESC,ARREST_BORO,n
10630,2014,7,OTHER STATE LAWS (NON PENAL LAW),Q,80
10631,2014,7,OTHER STATE LAWS (NON PENAL LAW),S,5
10632,2014,7,OTHER TRAFFIC INFRACTION,B,28
10633,2014,7,OTHER TRAFFIC INFRACTION,K,377
10634,2014,7,OTHER TRAFFIC INFRACTION,M,79
10635,2014,7,OTHER TRAFFIC INFRACTION,Q,209
10636,2014,7,OTHER TRAFFIC INFRACTION,S,32
10637,2014,7,PARKING OFFENSES,K,2
10638,2014,7,PARKING OFFENSES,Q,1
10639,2014,7,PETIT LARCENY,B,431
10640,2014,7,PETIT LARCENY,K,492
10641,2014,7,PETIT LARCENY,M,925
10642,2014,7,PETIT LARCENY,Q,442
10643,2014,7,PETIT LARCENY,S,111
10644,2014,7,POSSESSION OF STOLEN PROPERTY,B,14
10645,2014,7,POSSESSION OF STOLEN PROPERTY,K,74
10646,2014,7,POSSESSION OF STOLEN PROPERTY,M,48
10647,2014,7,POSSESSION OF STOLEN PROPERTY,Q,15
10648,2014,7,POSSESSION OF STOLEN PROPERTY,S,3
10649,2014,7,POSSESSION OF STOLEN PROPERTY 5,B,31
10650,2014,7,POSSESSION OF STOLEN PROPERTY 5,K,35
10651,2014,7,POSSESSION OF STOLEN PROPERTY 5,M,59
10652,2014,7,POSSESSION OF STOLEN PROPERTY 5,Q,37
10653,2014,7,POSSESSION OF STOLEN PROPERTY 5,S,12
10654,2014,7,PROSTITUTION & RELATED OFFENSES,B,27
10655,2014,7,PROSTITUTION & RELATED OFFENSES,K,40
10656,2014,7,PROSTITUTION & RELATED OFFENSES,M,39
10657,2014,7,PROSTITUTION & RELATED OFFENSES,Q,98
10658,2014,7,PROSTITUTION & RELATED OFFENSES,S,11
10659,2014,7,RAPE,B,20
10660,2014,7,RAPE,K,25
10661,2014,7,RAPE,M,5
10662,2014,7,RAPE,Q,15
10663,2014,7,RAPE,S,2
10664,2014,7,ROBBERY,B,253
10665,2014,7,ROBBERY,K,289
10666,2014,7,ROBBERY,M,187
10667,2014,7,ROBBERY,Q,151
10668,2014,7,ROBBERY,S,38
10669,2014,7,SEX CRIMES,B,66
10670,2014,7,SEX CRIMES,K,69
10671,2014,7,SEX CRIMES,M,40
10672,2014,7,SEX CRIMES,Q,82
10673,2014,7,SEX CRIMES,S,13
10674,2014,7,THEFT-FRAUD,B,7
10675,2014,7,THEFT-FRAUD,K,9
10676,2014,7,THEFT-FRAUD,M,18
10677,2014,7,THEFT-FRAUD,Q,1
10678,2014,7,THEFT-FRAUD,S,3
10679,2014,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),B,11
10680,2014,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),K,33
10681,2014,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),M,7
10682,2014,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),Q,32
10683,2014,7,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),S,8
10684,2014,7,UNDER THE INFLUENCE, DRUGS,M,1
10685,2014,7,VEHICLE AND TRAFFIC LAWS,B,462
10686,2014,7,VEHICLE AND TRAFFIC LAWS,K,388
10687,2014,7,VEHICLE AND TRAFFIC LAWS,M,607
10688,2014,7,VEHICLE AND TRAFFIC LAWS,Q,497
10689,2014,7,VEHICLE AND TRAFFIC LAWS,S,52
10690,2014,8,,B,15
10691,2014,8,,K,3
10692,2014,8,,M,37
10693,2014,8,,Q,12
10694,2014,8,ADMINISTRATIVE CODE,K,5
10695,2014,8,ADMINISTRATIVE CODE,Q,2
10696,2014,8,ALCOHOLIC BEVERAGE CONTROL LAW,B,3
10697,2014,8,ALCOHOLIC BEVERAGE CONTROL LAW,K,7
10698,2014,8,ALCOHOLIC BEVERAGE CONTROL LAW,M,20
10699,2014,8,ALCOHOLIC BEVERAGE CONTROL LAW,Q,1
10700,2014,8,ALCOHOLIC BEVERAGE CONTROL LAW,S,1
10701,2014,8,ANTICIPATORY OFFENSES,B,1
10702,2014,8,ARSON,B,2
10703,2014,8,ARSON,K,2
10704,2014,8,ARSON,M,9
10705,2014,8,ARSON,Q,2
10706,2014,8,ASSAULT 3 & RELATED OFFENSES,B,1009
10707,2014,8,ASSAULT 3 & RELATED OFFENSES,K,1035
10708,2014,8,ASSAULT 3 & RELATED OFFENSES,M,546
10709,2014,8,ASSAULT 3 & RELATED OFFENSES,Q,770
10710,2014,8,ASSAULT 3 & RELATED OFFENSES,S,114
10711,2014,8,BURGLAR'S TOOLS,B,12
10712,2014,8,BURGLAR'S TOOLS,K,24
10713,2014,8,BURGLAR'S TOOLS,M,34
10714,2014,8,BURGLAR'S TOOLS,Q,25
10715,2014,8,BURGLAR'S TOOLS,S,5
10716,2014,8,BURGLARY,B,97
10717,2014,8,BURGLARY,K,134
10718,2014,8,BURGLARY,M,74
10719,2014,8,BURGLARY,Q,93
10720,2014,8,BURGLARY,S,42
10721,2014,8,CHILD ABANDONMENT/NON SUPPORT,M,1
10722,2014,8,CRIMINAL MISCHIEF & RELATED OF,B,5
10723,2014,8,CRIMINAL MISCHIEF & RELATED OF,K,9
10724,2014,8,CRIMINAL MISCHIEF & RELATED OF,M,7
10725,2014,8,CRIMINAL MISCHIEF & RELATED OF,Q,4
10726,2014,8,CRIMINAL MISCHIEF & RELATED OF,S,2
10727,2014,8,CRIMINAL MISCHIEF & RELATED OFFENSES,B,214
10728,2014,8,CRIMINAL MISCHIEF & RELATED OFFENSES,K,309
10729,2014,8,CRIMINAL MISCHIEF & RELATED OFFENSES,M,189
10730,2014,8,CRIMINAL MISCHIEF & RELATED OFFENSES,Q,223
10731,2014,8,CRIMINAL MISCHIEF & RELATED OFFENSES,S,35
10732,2014,8,CRIMINAL TRESPASS,B,327
10733,2014,8,CRIMINAL TRESPASS,K,205
10734,2014,8,CRIMINAL TRESPASS,M,331
10735,2014,8,CRIMINAL TRESPASS,Q,140
10736,2014,8,CRIMINAL TRESPASS,S,17
10737,2014,8,DANGEROUS DRUGS,B,2011
10738,2014,8,DANGEROUS DRUGS,K,1897
10739,2014,8,DANGEROUS DRUGS,M,1635
10740,2014,8,DANGEROUS DRUGS,Q,998
10741,2014,8,DANGEROUS DRUGS,S,245
10742,2014,8,DANGEROUS WEAPONS,B,310
10743,2014,8,DANGEROUS WEAPONS,K,358
10744,2014,8,DANGEROUS WEAPONS,M,212
10745,2014,8,DANGEROUS WEAPONS,Q,278
10746,2014,8,DANGEROUS WEAPONS,S,33
10747,2014,8,DISORDERLY CONDUCT,B,10
10748,2014,8,DISORDERLY CONDUCT,K,33
10749,2014,8,DISORDERLY CONDUCT,M,46
10750,2014,8,DISORDERLY CONDUCT,Q,58
10751,2014,8,DISRUPTION OF A RELIGIOUS SERVICE,K,1
10752,2014,8,ENDAN WELFARE INCOMP,B,1
10753,2014,8,ENDAN WELFARE INCOMP,M,2
10754,2014,8,ENDAN WELFARE INCOMP,Q,3
10755,2014,8,F.C.A. P.I.N.O.S.,B,4
10756,2014,8,F.C.A. P.I.N.O.S.,K,4
10757,2014,8,F.C.A. P.I.N.O.S.,M,19
10758,2014,8,F.C.A. P.I.N.O.S.,Q,29
10759,2014,8,FELONY ASSAULT,B,351
10760,2014,8,FELONY ASSAULT,K,400
10761,2014,8,FELONY ASSAULT,M,218
10762,2014,8,FELONY ASSAULT,Q,287
10763,2014,8,FELONY ASSAULT,S,42
10764,2014,8,FORCIBLE TOUCHING,B,12
10765,2014,8,FORCIBLE TOUCHING,K,17
10766,2014,8,FORCIBLE TOUCHING,M,30
10767,2014,8,FORCIBLE TOUCHING,Q,29
10768,2014,8,FORGERY,B,63
10769,2014,8,FORGERY,K,115
10770,2014,8,FORGERY,M,126
10771,2014,8,FORGERY,Q,92
10772,2014,8,FORGERY,S,1
10773,2014,8,FRAUDS,B,45
10774,2014,8,FRAUDS,K,57
10775,2014,8,FRAUDS,M,35
10776,2014,8,FRAUDS,Q,36
10777,2014,8,FRAUDS,S,3
10778,2014,8,FRAUDULENT ACCOSTING,B,1
10779,2014,8,FRAUDULENT ACCOSTING,M,12
10780,2014,8,FRAUDULENT ACCOSTING,Q,1
10781,2014,8,GAMBLING,B,26
10782,2014,8,GAMBLING,K,22
10783,2014,8,GAMBLING,M,33
10784,2014,8,GAMBLING,Q,5
10785,2014,8,GRAND LARCENY,B,113
10786,2014,8,GRAND LARCENY,K,222
10787,2014,8,GRAND LARCENY,M,317
10788,2014,8,GRAND LARCENY,Q,160
10789,2014,8,GRAND LARCENY,S,39
10790,2014,8,GRAND LARCENY OF MOTOR VEHICLE,B,27
10791,2014,8,GRAND LARCENY OF MOTOR VEHICLE,K,38
10792,2014,8,GRAND LARCENY OF MOTOR VEHICLE,M,20
10793,2014,8,GRAND LARCENY OF MOTOR VEHICLE,Q,22
10794,2014,8,GRAND LARCENY OF MOTOR VEHICLE,S,5
10795,2014,8,HARRASSMENT 2,K,5
10796,2014,8,HARRASSMENT 2,S,1
10797,2014,8,HOMICIDE-NEGLIGENT-VEHICLE,K,2
10798,2014,8,HOMICIDE-NEGLIGENT,UNCLASSIFIED,B,2
10799,2014,8,HOMICIDE-NEGLIGENT,UNCLASSIFIED,M,1
10800,2014,8,INTOXICATED & IMPAIRED DRIVING,B,124
10801,2014,8,INTOXICATED & IMPAIRED DRIVING,K,203
10802,2014,8,INTOXICATED & IMPAIRED DRIVING,M,165
10803,2014,8,INTOXICATED & IMPAIRED DRIVING,Q,192
10804,2014,8,INTOXICATED & IMPAIRED DRIVING,S,37
10805,2014,8,INTOXICATED/IMPAIRED DRIVING,B,15
10806,2014,8,INTOXICATED/IMPAIRED DRIVING,K,25
10807,2014,8,INTOXICATED/IMPAIRED DRIVING,M,4
10808,2014,8,INTOXICATED/IMPAIRED DRIVING,Q,22
10809,2014,8,INTOXICATED/IMPAIRED DRIVING,S,3
10810,2014,8,JOSTLING,M,1
10811,2014,8,KIDNAPPING & RELATED OFFENSES,K,1
10812,2014,8,KIDNAPPING & RELATED OFFENSES,M,2
10813,2014,8,LOITERING,M,2
10814,2014,8,LOITERING,Q,1
10815,2014,8,LOITERING/GAMBLING (CARDS, DICE, ETC),K,3
10816,2014,8,MISCELLANEOUS PENAL LAW,B,156
10817,2014,8,MISCELLANEOUS PENAL LAW,K,435
10818,2014,8,MISCELLANEOUS PENAL LAW,M,154
10819,2014,8,MISCELLANEOUS PENAL LAW,Q,330
10820,2014,8,MISCELLANEOUS PENAL LAW,S,39
10821,2014,8,MOVING INFRACTIONS,B,4
10822,2014,8,MOVING INFRACTIONS,K,13
10823,2014,8,MOVING INFRACTIONS,M,6
10824,2014,8,MOVING INFRACTIONS,Q,26
10825,2014,8,MURDER & NON-NEGL. MANSLAUGHTER,B,78
10826,2014,8,MURDER & NON-NEGL. MANSLAUGHTER,K,15
10827,2014,8,MURDER & NON-NEGL. MANSLAUGHTER,M,8
10828,2014,8,MURDER & NON-NEGL. MANSLAUGHTER,Q,20
10829,2014,8,MURDER & NON-NEGL. MANSLAUGHTER,S,2
10830,2014,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,B,51
10831,2014,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,K,52
10832,2014,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,M,98
10833,2014,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,Q,51
10834,2014,8,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,S,14
10835,2014,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,B,331
10836,2014,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,K,231
10837,2014,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,M,268
10838,2014,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,Q,230
10839,2014,8,OFFENSES AGAINST PUBLIC ADMINISTRATION,S,29
10840,2014,8,OFFENSES AGAINST PUBLIC SAFETY,B,1
10841,2014,8,OFFENSES AGAINST PUBLIC SAFETY,K,2
10842,2014,8,OFFENSES AGAINST PUBLIC SAFETY,Q,4
10843,2014,8,OFFENSES AGAINST THE PERSON,B,41
10844,2014,8,OFFENSES AGAINST THE PERSON,K,39
10845,2014,8,OFFENSES AGAINST THE PERSON,M,31
10846,2014,8,OFFENSES AGAINST THE PERSON,Q,21
10847,2014,8,OFFENSES AGAINST THE PERSON,S,9
10848,2014,8,OFFENSES INVOLVING FRAUD,B,30
10849,2014,8,OFFENSES INVOLVING FRAUD,K,8
10850,2014,8,OFFENSES INVOLVING FRAUD,M,85
10851,2014,8,OFFENSES INVOLVING FRAUD,Q,13
10852,2014,8,OFFENSES INVOLVING FRAUD,S,1
10853,2014,8,OFFENSES RELATED TO CHILDREN,B,8
10854,2014,8,OFFENSES RELATED TO CHILDREN,K,4
10855,2014,8,OFFENSES RELATED TO CHILDREN,Q,1
10856,2014,8,OTHER OFFENSES RELATED TO THEFT,B,499
10857,2014,8,OTHER OFFENSES RELATED TO THEFT,K,653
10858,2014,8,OTHER OFFENSES RELATED TO THEFT,M,926
10859,2014,8,OTHER OFFENSES RELATED TO THEFT,Q,318
10860,2014,8,OTHER OFFENSES RELATED TO THEFT,S,3
10861,2014,8,OTHER STATE LAWS,B,303
10862,2014,8,OTHER STATE LAWS,K,1059
10863,2014,8,OTHER STATE LAWS,M,878
10864,2014,8,OTHER STATE LAWS,Q,495
10865,2014,8,OTHER STATE LAWS,S,4
10866,2014,8,OTHER STATE LAWS (NON PENAL LA,B,24
10867,2014,8,OTHER STATE LAWS (NON PENAL LA,K,12
10868,2014,8,OTHER STATE LAWS (NON PENAL LA,M,20
10869,2014,8,OTHER STATE LAWS (NON PENAL LA,Q,2
10870,2014,8,OTHER STATE LAWS (NON PENAL LA,S,1
10871,2014,8,OTHER STATE LAWS (NON PENAL LAW),B,85
10872,2014,8,OTHER STATE LAWS (NON PENAL LAW),K,155
10873,2014,8,OTHER STATE LAWS (NON PENAL LAW),M,363
10874,2014,8,OTHER STATE LAWS (NON PENAL LAW),Q,87
10875,2014,8,OTHER STATE LAWS (NON PENAL LAW),S,2
10876,2014,8,OTHER TRAFFIC INFRACTION,B,38
10877,2014,8,OTHER TRAFFIC INFRACTION,K,347
10878,2014,8,OTHER TRAFFIC INFRACTION,M,82
10879,2014,8,OTHER TRAFFIC INFRACTION,Q,210
10880,2014,8,OTHER TRAFFIC INFRACTION,S,22
10881,2014,8,PARKING OFFENSES,K,2
10882,2014,8,PARKING OFFENSES,Q,1
10883,2014,8,PETIT LARCENY,B,436
10884,2014,8,PETIT LARCENY,K,515
10885,2014,8,PETIT LARCENY,M,921
10886,2014,8,PETIT LARCENY,Q,457
10887,2014,8,PETIT LARCENY,S,111
10888,2014,8,POSSESSION OF STOLEN PROPERTY,B,25
10889,2014,8,POSSESSION OF STOLEN PROPERTY,K,90
10890,2014,8,POSSESSION OF STOLEN PROPERTY,M,45
10891,2014,8,POSSESSION OF STOLEN PROPERTY,Q,14
10892,2014,8,POSSESSION OF STOLEN PROPERTY,S,5
10893,2014,8,POSSESSION OF STOLEN PROPERTY 5,B,29
10894,2014,8,POSSESSION OF STOLEN PROPERTY 5,K,50
10895,2014,8,POSSESSION OF STOLEN PROPERTY 5,M,56
10896,2014,8,POSSESSION OF STOLEN PROPERTY 5,Q,29
10897,2014,8,POSSESSION OF STOLEN PROPERTY 5,S,22
10898,2014,8,PROSTITUTION & RELATED OFFENSES,B,30
10899,2014,8,PROSTITUTION & RELATED OFFENSES,K,76
10900,2014,8,PROSTITUTION & RELATED OFFENSES,M,39
10901,2014,8,PROSTITUTION & RELATED OFFENSES,Q,108
10902,2014,8,RAPE,B,26
10903,2014,8,RAPE,K,15
10904,2014,8,RAPE,M,6
10905,2014,8,RAPE,Q,18
10906,2014,8,RAPE,S,2
10907,2014,8,ROBBERY,B,202
10908,2014,8,ROBBERY,K,333
10909,2014,8,ROBBERY,M,173
10910,2014,8,ROBBERY,Q,177
10911,2014,8,ROBBERY,S,17
10912,2014,8,SEX CRIMES,B,52
10913,2014,8,SEX CRIMES,K,73
10914,2014,8,SEX CRIMES,M,50
10915,2014,8,SEX CRIMES,Q,67
10916,2014,8,SEX CRIMES,S,6
10917,2014,8,THEFT-FRAUD,B,3
10918,2014,8,THEFT-FRAUD,K,4
10919,2014,8,THEFT-FRAUD,M,25
10920,2014,8,THEFT-FRAUD,Q,3
10921,2014,8,THEFT-FRAUD,S,5
10922,2014,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),B,20
10923,2014,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),K,40
10924,2014,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),M,20
10925,2014,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),Q,24
10926,2014,8,UNAUTHORIZED USE OF A VEHICLE 3 (UUV),S,2
10927,2014,8,VEHICLE AND TRAFFIC LAWS,B,465
10928,2014,8,VEHICLE AND TRAFFIC LAWS,K,400
10929,2014,8,VEHICLE AND TRAFFIC LAWS,M,473
10930,2014,8,VEHICLE AND TRAFFIC LAWS,Q,464
10931,2014,8,VEHICLE AND TRAFFIC LAWS,S,52
10932,2014,9,,B,12
10933,2014,9,,K,7
10934,2014,9,,M,38
10935,2014,9,,Q,6
10936,2014,9,,S,1
10937,2014,9,ADMINISTRATIVE CODE,K,104
10938,2014,9,ADMINISTRATIVE CODE,M,30
10939,2014,9,ADMINISTRATIVE CODE,Q,43
10940,2014,9,ADMINISTRATIVE CODES,K,1
10941,2014,9,ADMINISTRATIVE CODES,Q,3
10942,2014,9,ALCOHOLIC BEVERAGE CONTROL LAW,K,6
10943,2014,9,ALCOHOLIC BEVERAGE CONTROL LAW,M,5
10944,2014,9,ALCOHOLIC BEVERAGE CONTROL LAW,Q,4
10945,2014,9,ALCOHOLIC BEVERAGE CONTROL LAW,S,2
10946,2014,9,ANTICIPATORY OFFENSES,B,1
10947,2014,9,ANTICIPATORY OFFENSES,S,1
10948,2014,9,ARSON,B,1
10949,2014,9,ARSON,K,3
10950,2014,9,ARSON,Q,1
10951,2014,9,ARSON,S,1
10952,2014,9,ASSAULT 3 & RELATED OFFENSES,B,845
10953,2014,9,ASSAULT 3 & RELATED OFFENSES,K,939
10954,2014,9,ASSAULT 3 & RELATED OFFENSES,M,575
10955,2014,9,ASSAULT 3 & RELATED OFFENSES,Q,733
10956,2014,9,ASSAULT 3 & RELATED OFFENSES,S,129
10957,2014,9,BURGLAR'S TOOLS,B,13
10958,2014,9,BURGLAR'S TOOLS,K,21
10959,2014,9,BURGLAR'S TOOLS,M,29
10960,2014,9,BURGLAR'S TOOLS,Q,18
10961,2014,9,BURGLAR'S TOOLS,S,3
10962,2014,9,BURGLARY,B,83
10963,2014,9,BURGLARY,K,141
10964,2014,9,BURGLARY,M,107
10965,2014,9,BURGLARY,Q,110
10966,2014,9,BURGLARY,S,17
10967,2014,9,CHILD ABANDONMENT/NON SUPPORT 1,K,1
10968,2014,9,CHILD ABANDONMENT/NON SUPPORT 1,M,1
10969,2014,9,CRIMINAL MISCHIEF & RELATED OF,B,2
10970,2014,9,CRIMINAL MISCHIEF & RELATED OF,K,5
10971,2014,9,CRIMINAL MISCHIEF & RELATED OF,M,3
10972,2014,9,CRIMINAL MISCHIEF & RELATED OF,Q,3
10973,2014,9,CRIMINAL MISCHIEF & RELATED OFFENSES,B,214
10974,2014,9,CRIMINAL MISCHIEF & RELATED OFFENSES,K,285
10975,2014,9,CRIMINAL MISCHIEF & RELATED OFFENSES,M,214
10976,2014,9,CRIMINAL MISCHIEF & RELATED OFFENSES,Q,225
10977,2014,9,CRIMINAL MISCHIEF & RELATED OFFENSES,S,42
10978,2014,9,CRIMINAL TRESPASS,B,296
10979,2014,9,CRIMINAL TRESPASS,K,157
10980,2014,9,CRIMINAL TRESPASS,M,283
10981,2014,9,CRIMINAL TRESPASS,Q,148
10982,2014,9,CRIMINAL TRESPASS,S,15
10983,2014,9,DANGEROUS DRUGS,B,1940
10984,2014,9,DANGEROUS DRUGS,K,1664
10985,2014,9,DANGEROUS DRUGS,M,1260
10986,2014,9,DANGEROUS DRUGS,Q,941
10987,2014,9,DANGEROUS DRUGS,S,235
10988,2014,9,DANGEROUS WEAPONS,B,315
10989,2014,9,DANGEROUS WEAPONS,K,304
10990,2014,9,DANGEROUS WEAPONS,M,180
10991,2014,9,DANGEROUS WEAPONS,Q,230
10992,2014,9,DANGEROUS WEAPONS,S,27
10993,2014,9,DISORDERLY CONDUCT,B,8
10994,2014,9,DISORDERLY CONDUCT,K,21
10995,2014,9,DISORDERLY CONDUCT,M,165
10996,2014,9,DISORDERLY CONDUCT,Q,55
10997,2014,9,DISORDERLY CONDUCT,S,1
10998,2014,9,ENDAN WELFARE INCOMP,K,1
10999,2014,9,ENDAN WELFARE INCOMP,M,1
11000,2014,9,ENDAN WELFARE INCOMP,Q,2
11001,2014,9,ESCAPE 3,M,1
11002,2014,9,F.C.A. P.I.N.O.S.,B,7
11003,2014,9,F.C.A. P.I.N.O.S.,K,5
11004,2014,9,F.C.A. P.I.N.O.S.,M,37
11005,2014,9,F.C.A. P.I.N.O.S.,Q,25
11006,2014,9,FELONY ASSAULT,B,292
11007,2014,9,FELONY ASSAULT,K,412
11008,2014,9,FELONY ASSAULT,M,195
11009,2014,9,FELONY ASSAULT,Q,229
11010,2014,9,FELONY ASSAULT,S,42
11011,2014,9,FORCIBLE TOUCHING,B,21
11012,2014,9,FORCIBLE TOUCHING,K,22
11013,2014,9,FORCIBLE TOUCHING,M,30
11014,2014,9,FORCIBLE TOUCHING,Q,16
11015,2014,9,FORCIBLE TOUCHING,S,4
11016,2014,9,FORGERY,B,75
11017,2014,9,FORGERY,K,128
11018,2014,9,FORGERY,M,101
11019,2014,9,FORGERY,Q,103
11020,2014,9,FORGERY,S,9
11021,2014,9,FRAUDS,B,45
11022,2014,9,FRAUDS,K,42
11023,2014,9,FRAUDS,M,31
11024,2014,9,FRAUDS,Q,35
11025,2014,9,FRAUDS,S,9
11026,2014,9,FRAUDULENT ACCOSTING,B,3
11027,2014,9,FRAUDULENT ACCOSTING,M,16
11028,2014,9,GAMBLING,B,24
11029,2014,9,GAMBLING,K,15
11030,2014,9,GAMBLING,M,27
11031,2014,9,GRAND LARCENY,B,106
11032,2014,9,GRAND LARCENY,K,168
11033,2014,9,GRAND LARCENY,M,298
11034,2014,9,GRAND LARCENY,Q,157
11035,2014,9,GRAND LARCENY,S,42
11036,2014,9,GRAND LARCENY OF MOTOR VEHICLE,B,20
11037,2014,9,GRAND LARCENY OF MOTOR VEHICLE,K,38
11038,2014,9,GRAND LARCENY OF MOTOR VEHICLE,M,11
11039,2014,9,GRAND LARCENY OF MOTOR VEHICLE,Q,23
11040,2014,9,GRAND LARCENY OF MOTOR VEHICLE,S,6
11041,2014,9,HARRASSMENT 2,B,2
11042,2014,9,HARRASSMENT 2,M,2
11043,2014,9,HARRASSMENT 2,Q,1
11044,2014,9,HOMICIDE-NEGLIGENT,UNCLASSIFIED,B,1
11045,2014,9,HOMICIDE-NEGLIGENT,UNCLASSIFIED,K,1
11046,2014,9,INTOXICATED & IMPAIRED DRIVING,B,94
11047,2014,9,INTOXICATED & IMPAIRED DRIVING,K,161
11048,2014,9,INTOXICATED & IMPAIRED DRIVING,M,131
11049,2014,9,INTOXICATED & IMPAIRED DRIVING,Q,179
11050,2014,9,INTOXICATED & IMPAIRED DRIVING,S,34
11051,2014,9,INTOXICATED/IMPAIRED DRIVING,B,13
11052,2014,9,INTOXICATED/IMPAIRED DRIVING,K,20
11053,2014,9,INTOXICATED/IMPAIRED DRIVING,M,6
11054,2014,9,INTOXICATED/IMPAIRED DRIVING,Q,24
11055,2014,9,INTOXICATED/IMPAIRED DRIVING,S,1
11056,2014,9,JOSTLING,K,1
11057,2014,9,JOSTLING,M,5
11058,2014,9,JOSTLING,Q,1
11059,2014,9,KIDNAPPING & RELATED OFFENSES,B,2
11060,2014,9,KIDNAPPING & RELATED OFFENSES,K,4
11061,2014,9,KIDNAPPING & RELATED OFFENSES,M,1
11062,2014,9,KIDNAPPING & RELATED OFFENSES,Q,3
11063,2014,9,KIDNAPPING & RELATED OFFENSES,S,1
11064,2014,9,LOITERING,M,2
11065,2014,9,LOITERING FOR DRUG PURPOSES,M,2
11066,2014,9,MISCELLANEOUS PENAL LAW,B,135
11067,2014,9,MISCELLANEOUS PENAL LAW,K,425
11068,2014,9,MISCELLANEOUS PENAL LAW,M,182
11069,2014,9,MISCELLANEOUS PENAL LAW,Q,404
11070,2014,9,MISCELLANEOUS PENAL LAW,S,57
11071,2014,9,MOVING INFRACTIONS,B,5
11072,2014,9,MOVING INFRACTIONS,K,6
11073,2014,9,MOVING INFRACTIONS,M,11
11074,2014,9,MOVING INFRACTIONS,Q,20
11075,2014,9,MOVING INFRACTIONS,S,1
11076,2014,9,MURDER & NON-NEGL. MANSLAUGHTER,B,31
11077,2014,9,MURDER & NON-NEGL. MANSLAUGHTER,K,19
11078,2014,9,MURDER & NON-NEGL. MANSLAUGHTER,M,11
11079,2014,9,MURDER & NON-NEGL. MANSLAUGHTER,Q,28
11080,2014,9,MURDER & NON-NEGL. MANSLAUGHTER,S,3
11081,2014,9,NEW YORK CITY HEALTH CODE,K,6
11082,2014,9,NEW YORK CITY HEALTH CODE,M,4
11083,2014,9,NEW YORK CITY HEALTH CODE,Q,2
11084,2014,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,B,129
11085,2014,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,K,91
11086,2014,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,M,72
11087,2014,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,Q,84
11088,2014,9,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,S,15
11089,2014,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,B,310
11090,2014,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,K,208
11091,2014,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,M,252
11092,2014,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,Q,222
11093,2014,9,OFFENSES AGAINST PUBLIC ADMINISTRATION,S,49
11094,2014,9,OFFENSES AGAINST PUBLIC SAFETY,B,4
11095,2014,9,OFFENSES AGAINST PUBLIC SAFETY,K,3
11096,2014,9,OFFENSES AGAINST PUBLIC SAFETY,Q,2
11097,2014,9,OFFENSES AGAINST PUBLIC SAFETY,S,1
11098,2014,9,OFFENSES AGAINST THE PERSON,B,15
11099,2014,9,OFFENSES AGAINST THE PERSON,K,24
11100,2014,9,OFFENSES AGAINST THE PERSON,M,46
11101,2014,9,OFFENSES AGAINST THE PERSON,Q,39
11102,2014,9,OFFENSES AGAINST THE PERSON,S,2
11103,2014,9,OFFENSES INVOLVING FRAUD,B,43
11104,2014,9,OFFENSES INVOLVING FRAUD,K,21
11105,2014,9,OFFENSES INVOLVING FRAUD,M,56
11106,2014,9,OFFENSES INVOLVING FRAUD,Q,12
11107,2014,9,OFFENSES INVOLVING FRAUD,S,1
11108,2014,9,OFFENSES RELATED TO CHILDREN,B,9
11109,2014,9,OFFENSES RELATED TO CHILDREN,Q,8
11110,2014,9,OFFENSES RELATED TO CHILDREN,S,1
11111,2014,9,OTHER OFFENSES RELATED TO THEFT,B,467
11112,2014,9,OTHER OFFENSES RELATED TO THEFT,K,692
11113,2014,9,OTHER OFFENSES RELATED TO THEFT,M,882
11114,2014,9,OTHER OFFENSES RELATED TO THEFT,Q,324
11115,2014,9,OTHER OFFENSES RELATED TO THEFT,S,19
11116,2014,9,OTHER STATE LAWS,B,205
11117,2014,9,OTHER STATE LAWS,K,798
